id,source,left_context,mention,right_context,nil_type
304,train,"nt beanstalk, Jack discovers a land in the clouds populated by evil beasts. When the beasts make their way down to Earth, he must figure out how to",get back,down and save everyone from the oncoming threat.==Cast====Release==The film was released direct-to-video and on video-on-demand on March 12,Non-Entity Phrase
310,train,"the band's greatest albums, Ultimate Classic Rock placed Jazz in third position. Whenever discussions take place about Queen's incredible string of",classic albums,"throughout the late '70s, they wrote, 1978's 'Jazz' is the one that often seems to get the shortest shrift, but tucked away behind it",Non-Entity Phrase
315,train,"ointing the fans and, of course, our organization, I can tell you about 10鈥?2 prominent companies in Syracuse who are not going to be happy because",the idiots,who voted the way they did. And I don't mind saying that word. What are they going to do? Get mad at me and vote against something else I,Non-Entity Phrase
317,train,"n District, Punjab===British Empire Medal (BEM)======= Military Division ====;;For Gallantry *James Burke. In recognition of his action in stopping",runaway horses,"on two occasions at great personal risk.;;For Meritorious Service *Riza Chaqir, Cavass employed at H.M. Legation, Durazzo *John Gould",Non-Entity Phrase
320,train,n section was built after.==Stations==Broad gauge section * Golra Sharif * Kutbal * Fatehjang * Gagan * Chauntra * Kahal * Basal Junction * Domel *,nammal,* Chura Sharif Halt * Langar * Jand Junction * Khushalgarh * Faqir Hussain Shaheed * Tilkan * Seni Gambat * Babari Banda * Cadet College Koha,Missing Entity
323,train,intstones and Looney Tunes/Merrie Melodies cartoons released prior to 1948) and drama series (such as Star Trek). Another show on WTCG's lineup was,future shock,", a music program hosted by R&amp;B singer James Brown. The show, which bore similarities to American Bandstand and Soul Train, aired in",Non-Entity Phrase
324,train,"==Background==Dairylea is usually in the form of a thick, spreadable soft cheese-flavoured paste. Famous for the slogans Kids will",eat it,until the cows come home and Kids will do anything for the taste of Dairylea and a series of adverts on UK television showing children trading toys and other,Non-Entity Phrase
327,train,"r, and recorded by American country music singer Clay Walker. It was released in April 2003 as the lead-off single and title track from his album",a few questions,. It peaked at #9 on the Billboard Hot Country Singles &amp; Tracks charts.,Non-Entity Phrase
328,train,Oh Doctor! is a 1925,silent comedy,based on the novel of the same name written by Harry Leon Wilson. It was directed by Harry A. Pollard and stars Reginald Denny and Mary Astor. The film was produced and released by Universal Pictures. The feature has been preserved and is available on DVD.The A,Missing Entity
332,train,"iffin (27 July 1832 鈥?1 June 1868) was an Australian police officer and gold commissioner who was executed in 1868, after being found guilty of the",double murder,"of two fellow police officers, Constable John Francis Power and Constable Patrick William Cahill.The murders were committed on the ban",Non-Entity Phrase
334,train,"ities, terrorism, death tolls, education, social security, and finally ignorance which is the main obstacle for change.Dawaliby,Pierre. The Lebanon",i dream,"of. In 45 minutes the documentary interviewed known Lebanese figures about how beautiful lebanon used to be, how God made it a heaven on ear",Non-Entity Phrase
336,train,"to Fonti, Christian Democrat politicians, including former prime minister Ciriaco De Mita, had been involved in illegal disposal operations, using",the secret service,SISMI to cover up their connection. De Mita denied the allegations. Fonti also claimed that Socialist politicians Gianni De Miche,Non-Entity Phrase
338,train,"contacted many academic researchers and people with personal experiences of intersex conditions. In 1993, via a letter to the editor published in",the sciences,"July/August issue, she founded the now defunct Intersex Society of North America (ISNA) by fiat and asked for people to write to her",Missing Entity
343,train,": * Go on in! , at which the new audience member will tag out one of the performers and re-create their physical position, using that position as a",starting point,"for a completely new scene. *Nib!, a gentle rejection that indicates to the audience that the scene still has somewhere to go and has",Non-Entity Phrase
347,train,eputy Director Olli Heinonen and former Iraq weapons inspector David Albright expressed concerns with the length of a review process for inspecting,undeclared,"facilities, stating that a delay up to a maximum of 24 days was too long. Heinonen said, it is clear that a facility of sizable scale can",Non-Entity Phrase
350,train,"eveloped ovaries and their less developed food glands.==Identification==All methods of identifying a laying worker bee involve inspection, in which",the beekeeper,"examines the brood pattern and type to identify if a healthy queen is present, or a potential laying worker. The beekeeper looks for d",Missing Entity
351,train,"ink the men knew that. Later most of the members of our civil rights group were women...When we were attacked at demonstrations, they were the ones",throwing stones,back at the whites.The sit-ins and civil unrest continued in 1963. After local officials appealed to the governor for help to contro,Non-Entity Phrase
354,train,Party state general secretary and was close to both Mr Bhaskar Reddy and Mr Avinash Reddy and also stated Siva Sankar Reddy was a person with known,criminal activities,"in the past, adding that her father was expressed anger against him in the several occations and also instrumental in her father",Non-Entity Phrase
356,train,". Wagner Jr. El Hijo del Dr. Wagner Jr. and Silver King Jr., with the last man in the cage being forced to unmask. In the end El Hijo del Ninja was",the last man,"to escape the cage, while Silver King Jr. was left in the ring and thus had to unmask as a result. During the spring of 2016 Garza Jr.",Non-Entity Phrase
357,train,"ts on other series, such as Mr. Keen, Tracer of Lost Persons and Scotland Yard. Burr's television career also encompassed the soap operas",the greatest gift,"and As the World Turns, as well as roles on The Philco Television Playhouse, Studio One, and Suspense.Burr was b",Non-Entity Phrase
358,train,"edical Aid for Palestinians.The Sunday Times condemned its ludicrous and utterly predictable lack of even-handedness ; but for The Times, there are",no heroes,"or villains, for all that Churchill decries what is happening in Gaza . Writers such as Jeffrey Goldberg of The Atlantic and Melanie Phill",Non-Entity Phrase
363,train,"to do so. Wright also suggested that a cattle trail be built from Fort McLeod. Later, in the spring of '71, Captain William Meade would bring in a",pack train,"from Hazelton, and he would make many improvements on that trail. Despite the fact that these roads were built and improved during the ru",Missing Entity
366,train,"lliam A. Seiter and starring Jean Arthur and John Wayne. Written by Robert Ardrey and based on a story by Jo Swerling, the film is about a New York",working girl,who travels to the American West on a bus tour and meets and falls in love with a handsome rodeo cowboy. The film was produced for RKO,Non-Entity Phrase
372,train,"known for his 鈥渁ura鈥?when he prayed. Tuan Nuruman was banished to the Cape from Batavia, Indonesia. After being enslaved, it is said that he lived",a simple life,and that he was fond of children and animals. By his grave is a well for animals to drink out of. It is also believed that he could pr,Non-Entity Phrase
377,train,in 2002.Johannes Kunisch (ed.): Dreihundert Jahre preußische Königskrönung. Eine Tagungsdokumentation. Berlin 2002.Kunisch achieved fame far beyond,the specialist,world in 2004 with a comprehensive and repeatedly published biography of the Prussian king. The biography is regarded as a standard w,Non-Entity Phrase
382,train,tion closer towards capitulation if occupied. Occupying key provinces within a state allows the occupying power to access the enemy's factories and,natural resources,"in that state. Resistance to occupation within a state can hamper the occupying power's control over it. Late in the game, nations",Non-Entity Phrase
383,train,"st Church baptized her, and, according to Big, declared her to be a true African woman. She was given the baptismal name Malaika Kubwa; in Swahili,",malaika,"means angel and kubwa means big.In September 2017, Big confirmed on the Swedish television show Outsiders, that she had the biggest breasts",Non-Entity Phrase
385,train,"ter - the duo behind the many releases that Wynonna had as one half of the mother-daughter duo The Judds with mom Naomi Judd.The album, contains 11",cover songs,"which Wynonna states are a real cross-section of all the different genres I grew up with. It’s all me, its all part of the tapestry of w",Non-Entity Phrase
390,train,"sports teams are known as the Thunderbirds. The colors are red, white, and black. Teams compete in The NCAA Football Championship Subdivision (FCS,",formerly known,as division I-AA) in the Big Sky Conference. SUU also competes in the Rocky Mountain Region of the National Intercollegiate Rodeo Ass,Non-Entity Phrase
392,train,"rider (or freeloader) is an individual that consumes a resource without paying for it, or pays less than the full cost. In multicellular organisms,",cheaters,"may arise from mutations in somatic cells that no longer contribute to the common good, or ignore controls on their reproduction. Another p",Non-Entity Phrase
